M,N,K | cuBLAS(ms) | CUTLASS(ms) | |Δ|(ms) | ratio(CUTLASS/cuBLAS)
M=   16, N=   16, K=   16 |     0.007 |       0.004 |   0.003 |     0.600
M=   16, N=   16, K=   32 |     0.006 |       0.004 |   0.002 |     0.677
M=   16, N=   16, K=   64 |     0.006 |       0.005 |   0.002 |     0.733
M=   16, N=   16, K=  128 |     0.006 |       0.005 |   0.001 |     0.833
M=   16, N=   16, K=  256 |     0.006 |       0.005 |   0.001 |     0.897
M=   16, N=   16, K=  512 |     0.007 |       0.007 |   0.000 |     1.031
M=   16, N=   16, K= 1024 |     0.008 |       0.009 |   0.001 |     1.100
M=   16, N=   16, K= 2048 |     0.010 |       0.014 |   0.005 |     1.468
M=   16, N=   16, K= 4096 |     0.009 |       0.024 |   0.014 |     2.500
M=   16, N=   16, K= 8192 |     0.010 |       0.043 |   0.033 |     4.265
M=   16, N=   16, K=12288 |     0.010 |       0.062 |   0.052 |     5.941
M=   16, N=   16, K=16384 |     0.012 |       0.081 |   0.070 |     6.965
M=   16, N=   32, K=   16 |     0.006 |       0.004 |   0.002 |     0.667
M=   16, N=   32, K=   32 |     0.006 |       0.004 |   0.002 |     0.667
M=   16, N=   32, K=   64 |     0.006 |       0.005 |   0.002 |     0.710
M=   16, N=   32, K=  128 |     0.007 |       0.005 |   0.001 |     0.781
M=   16, N=   32, K=  256 |     0.006 |       0.006 |   0.001 |     0.871
M=   16, N=   32, K=  512 |     0.007 |       0.007 |   0.001 |     1.094
M=   16, N=   32, K= 1024 |     0.008 |       0.009 |   0.001 |     1.098
M=   16, N=   32, K= 2048 |     0.009 |       0.014 |   0.005 |     1.500
M=   16, N=   32, K= 4096 |     0.010 |       0.024 |   0.013 |     2.275
M=   16, N=   32, K= 8192 |     0.009 |       0.043 |   0.034 |     4.667
M=   16, N=   32, K=12288 |     0.011 |       0.063 |   0.052 |     5.792
M=   16, N=   32, K=16384 |     0.011 |       0.082 |   0.070 |     7.255
M=   16, N=   64, K=   16 |     0.006 |       0.004 |   0.002 |     0.667
M=   16, N=   64, K=   32 |     0.007 |       0.004 |   0.003 |     0.606
M=   16, N=   64, K=   64 |     0.006 |       0.005 |   0.001 |     0.767
M=   16, N=   64, K=  128 |     0.006 |       0.005 |   0.001 |     0.806
M=   16, N=   64, K=  256 |     0.007 |       0.006 |   0.001 |     0.906
M=   16, N=   64, K=  512 |     0.007 |       0.007 |   0.000 |     1.030
M=   16, N=   64, K= 1024 |     0.008 |       0.009 |   0.001 |     1.150
M=   16, N=   64, K= 2048 |     0.009 |       0.014 |   0.005 |     1.522
M=   16, N=   64, K= 4096 |     0.010 |       0.024 |   0.015 |     2.511
M=   16, N=   64, K= 8192 |     0.011 |       0.044 |   0.033 |     4.096
M=   16, N=   64, K=12288 |     0.011 |       0.063 |   0.052 |     5.722
M=   16, N=   64, K=16384 |     0.011 |       0.083 |   0.071 |     7.345
M=   16, N=  128, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=   16, N=  128, K=   32 |     0.007 |       0.005 |   0.002 |     0.719
M=   16, N=  128, K=   64 |     0.006 |       0.005 |   0.001 |     0.806
M=   16, N=  128, K=  128 |     0.006 |       0.005 |   0.001 |     0.867
M=   16, N=  128, K=  256 |     0.008 |       0.006 |   0.002 |     0.784
M=   16, N=  128, K=  512 |     0.007 |       0.008 |   0.000 |     1.057
M=   16, N=  128, K= 1024 |     0.009 |       0.010 |   0.000 |     1.022
M=   16, N=  128, K= 2048 |     0.009 |       0.015 |   0.005 |     1.565
M=   16, N=  128, K= 4096 |     0.010 |       0.025 |   0.015 |     2.500
M=   16, N=  128, K= 8192 |     0.011 |       0.044 |   0.033 |     4.135
M=   16, N=  128, K=12288 |     0.011 |       0.064 |   0.053 |     5.759
M=   16, N=  128, K=16384 |     0.011 |       0.083 |   0.072 |     7.250
M=   16, N=  256, K=   16 |     0.007 |       0.005 |   0.002 |     0.750
M=   16, N=  256, K=   32 |     0.006 |       0.005 |   0.002 |     0.742
M=   16, N=  256, K=   64 |     0.007 |       0.005 |   0.001 |     0.781
M=   16, N=  256, K=  128 |     0.006 |       0.005 |   0.001 |     0.839
M=   16, N=  256, K=  256 |     0.007 |       0.006 |   0.001 |     0.906
M=   16, N=  256, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=   16, N=  256, K= 1024 |     0.009 |       0.010 |   0.000 |     1.043
M=   16, N=  256, K= 2048 |     0.009 |       0.015 |   0.006 |     1.600
M=   16, N=  256, K= 4096 |     0.010 |       0.025 |   0.015 |     2.449
M=   16, N=  256, K= 8192 |     0.011 |       0.044 |   0.033 |     4.057
M=   16, N=  256, K=12288 |     0.012 |       0.064 |   0.052 |     5.474
M=   16, N=  256, K=16384 |     0.012 |       0.083 |   0.071 |     6.783
M=   16, N=  512, K=   16 |     0.006 |       0.005 |   0.001 |     0.767
M=   16, N=  512, K=   32 |     0.006 |       0.005 |   0.002 |     0.742
M=   16, N=  512, K=   64 |     0.006 |       0.005 |   0.001 |     0.806
M=   16, N=  512, K=  128 |     0.006 |       0.006 |   0.001 |     0.871
M=   16, N=  512, K=  256 |     0.008 |       0.006 |   0.001 |     0.811
M=   16, N=  512, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=   16, N=  512, K= 1024 |     0.009 |       0.010 |   0.001 |     1.091
M=   16, N=  512, K= 2048 |     0.010 |       0.015 |   0.005 |     1.500
M=   16, N=  512, K= 4096 |     0.011 |       0.025 |   0.014 |     2.264
M=   16, N=  512, K= 8192 |     0.013 |       0.044 |   0.032 |     3.484
M=   16, N=  512, K=12288 |     0.015 |       0.064 |   0.049 |     4.274
M=   16, N=  512, K=16384 |     0.017 |       0.084 |   0.067 |     4.976
M=   16, N= 1024, K=   16 |     0.007 |       0.005 |   0.001 |     0.781
M=   16, N= 1024, K=   32 |     0.006 |       0.005 |   0.002 |     0.742
M=   16, N= 1024, K=   64 |     0.006 |       0.005 |   0.001 |     0.833
M=   16, N= 1024, K=  128 |     0.006 |       0.006 |   0.001 |     0.871
M=   16, N= 1024, K=  256 |     0.006 |       0.006 |   0.000 |     0.968
M=   16, N= 1024, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=   16, N= 1024, K= 1024 |     0.009 |       0.010 |   0.001 |     1.114
M=   16, N= 1024, K= 2048 |     0.012 |       0.015 |   0.002 |     1.200
M=   16, N= 1024, K= 4096 |     0.013 |       0.025 |   0.012 |     1.921
M=   16, N= 1024, K= 8192 |     0.015 |       0.044 |   0.029 |     2.959
M=   16, N= 1024, K=12288 |     0.017 |       0.064 |   0.047 |     3.771
M=   16, N= 1024, K=16384 |     0.031 |       0.084 |   0.052 |     2.667
M=   16, N= 2048, K=   16 |     0.006 |       0.005 |   0.002 |     0.742
M=   16, N= 2048, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=   16, N= 2048, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=   16, N= 2048, K=  128 |     0.006 |       0.006 |   0.001 |     0.903
M=   16, N= 2048, K=  256 |     0.006 |       0.006 |   0.000 |     1.033
M=   16, N= 2048, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=   16, N= 2048, K= 1024 |     0.009 |       0.010 |   0.001 |     1.114
M=   16, N= 2048, K= 2048 |     0.012 |       0.015 |   0.002 |     1.197
M=   16, N= 2048, K= 4096 |     0.019 |       0.025 |   0.006 |     1.290
M=   16, N= 2048, K= 8192 |     0.031 |       0.046 |   0.015 |     1.477
M=   16, N= 2048, K=12288 |     0.049 |       0.066 |   0.017 |     1.354
M=   16, N= 2048, K=16384 |     0.064 |       0.085 |   0.020 |     1.319
M=   16, N= 4096, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=   16, N= 4096, K=   32 |     0.006 |       0.005 |   0.001 |     0.806
M=   16, N= 4096, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=   16, N= 4096, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=   16, N= 4096, K=  256 |     0.006 |       0.007 |   0.000 |     1.032
M=   16, N= 4096, K=  512 |     0.007 |       0.008 |   0.000 |     1.028
M=   16, N= 4096, K= 1024 |     0.009 |       0.010 |   0.001 |     1.136
M=   16, N= 4096, K= 2048 |     0.013 |       0.016 |   0.003 |     1.274
M=   16, N= 4096, K= 4096 |     0.028 |       0.030 |   0.002 |     1.074
M=   16, N= 4096, K= 8192 |     0.060 |       0.063 |   0.003 |     1.058
M=   16, N= 4096, K=12288 |     0.088 |       0.086 |   0.002 |     0.974
M=   16, N= 4096, K=16384 |     0.121 |       0.118 |   0.002 |     0.980
M=   16, N= 8192, K=   16 |     0.006 |       0.006 |   0.001 |     0.900
M=   16, N= 8192, K=   32 |     0.007 |       0.006 |   0.001 |     0.875
M=   16, N= 8192, K=   64 |     0.006 |       0.006 |   0.000 |     1.000
M=   16, N= 8192, K=  128 |     0.007 |       0.007 |   0.001 |     1.091
M=   16, N= 8192, K=  256 |     0.009 |       0.008 |   0.001 |     0.881
M=   16, N= 8192, K=  512 |     0.010 |       0.010 |   0.000 |     1.043
M=   16, N= 8192, K= 1024 |     0.012 |       0.014 |   0.002 |     1.148
M=   16, N= 8192, K= 2048 |     0.028 |       0.029 |   0.001 |     1.029
M=   16, N= 8192, K= 4096 |     0.057 |       0.058 |   0.001 |     1.025
M=   16, N= 8192, K= 8192 |     0.119 |       0.114 |   0.005 |     0.955
M=   16, N= 8192, K=12288 |     0.174 |       0.172 |   0.002 |     0.986
M=   16, N= 8192, K=16384 |     0.230 |       0.227 |   0.003 |     0.988
M=   16, N=12288, K=   16 |     0.006 |       0.006 |   0.000 |     0.931
M=   16, N=12288, K=   32 |     0.006 |       0.006 |   0.001 |     0.900
M=   16, N=12288, K=   64 |     0.006 |       0.007 |   0.000 |     1.032
M=   16, N=12288, K=  128 |     0.007 |       0.008 |   0.001 |     1.147
M=   16, N=12288, K=  256 |     0.009 |       0.009 |   0.001 |     0.913
M=   16, N=12288, K=  512 |     0.012 |       0.012 |   0.000 |     1.034
M=   16, N=12288, K= 1024 |     0.014 |       0.017 |   0.003 |     1.188
M=   16, N=12288, K= 2048 |     0.049 |       0.047 |   0.001 |     0.970
M=   16, N=12288, K= 4096 |     0.088 |       0.087 |   0.001 |     0.993
M=   16, N=12288, K= 8192 |     0.174 |       0.165 |   0.009 |     0.949
M=   16, N=12288, K=12288 |     0.249 |       0.246 |   0.002 |     0.990
M=   16, N=12288, K=16384 |     0.327 |       0.326 |   0.001 |     0.996
M=   16, N=16384, K=   16 |     0.007 |       0.006 |   0.001 |     0.829
M=   16, N=16384, K=   32 |     0.007 |       0.006 |   0.001 |     0.912
M=   16, N=16384, K=   64 |     0.007 |       0.007 |   0.000 |     1.062
M=   16, N=16384, K=  128 |     0.008 |       0.008 |   0.000 |     1.054
M=   16, N=16384, K=  256 |     0.009 |       0.011 |   0.002 |     1.178
M=   16, N=16384, K=  512 |     0.013 |       0.014 |   0.001 |     1.095
M=   16, N=16384, K= 1024 |     0.035 |       0.034 |   0.002 |     0.953
M=   16, N=16384, K= 2048 |     0.063 |       0.063 |   0.001 |     1.010
M=   16, N=16384, K= 4096 |     0.120 |       0.115 |   0.005 |     0.961
M=   16, N=16384, K= 8192 |     0.241 |       0.237 |   0.004 |     0.983
M=   16, N=16384, K=12288 |     0.356 |       0.336 |   0.020 |     0.945
M=   16, N=16384, K=16384 |     0.462 |       0.443 |   0.019 |     0.958
M=   32, N=   16, K=   16 |     0.007 |       0.004 |   0.003 |     0.618
M=   32, N=   16, K=   32 |     0.007 |       0.005 |   0.002 |     0.647
M=   32, N=   16, K=   64 |     0.007 |       0.005 |   0.002 |     0.657
M=   32, N=   16, K=  128 |     0.006 |       0.005 |   0.001 |     0.839
M=   32, N=   16, K=  256 |     0.006 |       0.006 |   0.000 |     0.931
M=   32, N=   16, K=  512 |     0.007 |       0.007 |   0.000 |     1.062
M=   32, N=   16, K= 1024 |     0.008 |       0.009 |   0.001 |     1.098
M=   32, N=   16, K= 2048 |     0.009 |       0.014 |   0.006 |     1.643
M=   32, N=   16, K= 4096 |     0.009 |       0.024 |   0.015 |     2.636
M=   32, N=   16, K= 8192 |     0.010 |       0.043 |   0.033 |     4.118
M=   32, N=   16, K=12288 |     0.011 |       0.062 |   0.052 |     5.846
M=   32, N=   16, K=16384 |     0.012 |       0.082 |   0.069 |     6.541
M=   32, N=   32, K=   16 |     0.006 |       0.004 |   0.002 |     0.724
M=   32, N=   32, K=   32 |     0.006 |       0.004 |   0.002 |     0.690
M=   32, N=   32, K=   64 |     0.006 |       0.005 |   0.001 |     0.828
M=   32, N=   32, K=  128 |     0.006 |       0.005 |   0.001 |     0.833
M=   32, N=   32, K=  256 |     0.006 |       0.006 |   0.000 |     0.933
M=   32, N=   32, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=   32, N=   32, K= 1024 |     0.008 |       0.009 |   0.001 |     1.122
M=   32, N=   32, K= 2048 |     0.009 |       0.014 |   0.005 |     1.533
M=   32, N=   32, K= 4096 |     0.009 |       0.024 |   0.015 |     2.600
M=   32, N=   32, K= 8192 |     0.010 |       0.043 |   0.033 |     4.396
M=   32, N=   32, K=12288 |     0.011 |       0.063 |   0.052 |     5.774
M=   32, N=   32, K=16384 |     0.011 |       0.082 |   0.070 |     7.125
M=   32, N=   64, K=   16 |     0.006 |       0.004 |   0.002 |     0.690
M=   32, N=   64, K=   32 |     0.006 |       0.005 |   0.001 |     0.793
M=   32, N=   64, K=   64 |     0.006 |       0.005 |   0.001 |     0.828
M=   32, N=   64, K=  128 |     0.006 |       0.005 |   0.001 |     0.833
M=   32, N=   64, K=  256 |     0.006 |       0.006 |   0.001 |     0.900
M=   32, N=   64, K=  512 |     0.007 |       0.007 |   0.000 |     1.030
M=   32, N=   64, K= 1024 |     0.009 |       0.009 |   0.000 |     1.022
M=   32, N=   64, K= 2048 |     0.010 |       0.014 |   0.005 |     1.489
M=   32, N=   64, K= 4096 |     0.010 |       0.024 |   0.014 |     2.408
M=   32, N=   64, K= 8192 |     0.011 |       0.043 |   0.033 |     4.000
M=   32, N=   64, K=12288 |     0.011 |       0.063 |   0.052 |     5.741
M=   32, N=   64, K=16384 |     0.012 |       0.083 |   0.071 |     7.070
M=   32, N=  128, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=   32, N=  128, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=   32, N=  128, K=   64 |     0.006 |       0.005 |   0.001 |     0.839
M=   32, N=  128, K=  128 |     0.006 |       0.006 |   0.001 |     0.871
M=   32, N=  128, K=  256 |     0.006 |       0.006 |   0.000 |     0.968
M=   32, N=  128, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=   32, N=  128, K= 1024 |     0.009 |       0.010 |   0.001 |     1.067
M=   32, N=  128, K= 2048 |     0.009 |       0.015 |   0.006 |     1.636
M=   32, N=  128, K= 4096 |     0.010 |       0.024 |   0.015 |     2.479
M=   32, N=  128, K= 8192 |     0.011 |       0.044 |   0.033 |     4.057
M=   32, N=  128, K=12288 |     0.011 |       0.064 |   0.052 |     5.655
M=   32, N=  128, K=16384 |     0.011 |       0.083 |   0.071 |     7.232
M=   32, N=  256, K=   16 |     0.006 |       0.005 |   0.001 |     0.800
M=   32, N=  256, K=   32 |     0.006 |       0.005 |   0.001 |     0.833
M=   32, N=  256, K=   64 |     0.006 |       0.005 |   0.001 |     0.897
M=   32, N=  256, K=  128 |     0.006 |       0.006 |   0.001 |     0.900
M=   32, N=  256, K=  256 |     0.006 |       0.006 |   0.000 |     1.000
M=   32, N=  256, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=   32, N=  256, K= 1024 |     0.009 |       0.010 |   0.001 |     1.067
M=   32, N=  256, K= 2048 |     0.009 |       0.015 |   0.005 |     1.565
M=   32, N=  256, K= 4096 |     0.010 |       0.025 |   0.015 |     2.449
M=   32, N=  256, K= 8192 |     0.011 |       0.044 |   0.033 |     4.057
M=   32, N=  256, K=12288 |     0.012 |       0.064 |   0.052 |     5.456
M=   32, N=  256, K=16384 |     0.013 |       0.083 |   0.070 |     6.429
M=   32, N=  512, K=   16 |     0.006 |       0.005 |   0.001 |     0.767
M=   32, N=  512, K=   32 |     0.006 |       0.005 |   0.001 |     0.767
M=   32, N=  512, K=   64 |     0.006 |       0.005 |   0.001 |     0.839
M=   32, N=  512, K=  128 |     0.006 |       0.005 |   0.001 |     0.867
M=   32, N=  512, K=  256 |     0.006 |       0.006 |   0.000 |     0.967
M=   32, N=  512, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=   32, N=  512, K= 1024 |     0.009 |       0.010 |   0.001 |     1.091
M=   32, N=  512, K= 2048 |     0.010 |       0.015 |   0.005 |     1.469
M=   32, N=  512, K= 4096 |     0.011 |       0.025 |   0.014 |     2.264
M=   32, N=  512, K= 8192 |     0.013 |       0.044 |   0.031 |     3.429
M=   32, N=  512, K=12288 |     0.015 |       0.064 |   0.049 |     4.274
M=   32, N=  512, K=16384 |     0.017 |       0.083 |   0.066 |     4.892
M=   32, N= 1024, K=   16 |     0.006 |       0.005 |   0.002 |     0.742
M=   32, N= 1024, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=   32, N= 1024, K=   64 |     0.006 |       0.005 |   0.001 |     0.833
M=   32, N= 1024, K=  128 |     0.006 |       0.006 |   0.001 |     0.900
M=   32, N= 1024, K=  256 |     0.006 |       0.006 |   0.000 |     1.000
M=   32, N= 1024, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=   32, N= 1024, K= 1024 |     0.009 |       0.010 |   0.001 |     1.116
M=   32, N= 1024, K= 2048 |     0.012 |       0.015 |   0.002 |     1.200
M=   32, N= 1024, K= 4096 |     0.013 |       0.025 |   0.012 |     1.905
M=   32, N= 1024, K= 8192 |     0.015 |       0.044 |   0.029 |     2.867
M=   32, N= 1024, K=12288 |     0.017 |       0.064 |   0.047 |     3.694
M=   32, N= 1024, K=16384 |     0.033 |       0.084 |   0.050 |     2.509
M=   32, N= 2048, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=   32, N= 2048, K=   32 |     0.006 |       0.005 |   0.001 |     0.774
M=   32, N= 2048, K=   64 |     0.006 |       0.005 |   0.001 |     0.806
M=   32, N= 2048, K=  128 |     0.006 |       0.006 |   0.001 |     0.903
M=   32, N= 2048, K=  256 |     0.006 |       0.007 |   0.000 |     1.032
M=   32, N= 2048, K=  512 |     0.007 |       0.008 |   0.000 |     1.028
M=   32, N= 2048, K= 1024 |     0.009 |       0.010 |   0.001 |     1.114
M=   32, N= 2048, K= 2048 |     0.012 |       0.015 |   0.002 |     1.197
M=   32, N= 2048, K= 4096 |     0.019 |       0.025 |   0.006 |     1.301
M=   32, N= 2048, K= 8192 |     0.031 |       0.045 |   0.014 |     1.438
M=   32, N= 2048, K=12288 |     0.048 |       0.066 |   0.017 |     1.362
M=   32, N= 2048, K=16384 |     0.064 |       0.084 |   0.020 |     1.312
M=   32, N= 4096, K=   16 |     0.007 |       0.005 |   0.001 |     0.781
M=   32, N= 4096, K=   32 |     0.006 |       0.005 |   0.001 |     0.806
M=   32, N= 4096, K=   64 |     0.006 |       0.006 |   0.001 |     0.900
M=   32, N= 4096, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=   32, N= 4096, K=  256 |     0.007 |       0.007 |   0.000 |     1.000
M=   32, N= 4096, K=  512 |     0.007 |       0.008 |   0.000 |     1.056
M=   32, N= 4096, K= 1024 |     0.009 |       0.010 |   0.001 |     1.087
M=   32, N= 4096, K= 2048 |     0.013 |       0.015 |   0.002 |     1.194
M=   32, N= 4096, K= 4096 |     0.028 |       0.030 |   0.002 |     1.058
M=   32, N= 4096, K= 8192 |     0.061 |       0.064 |   0.003 |     1.047
M=   32, N= 4096, K=12288 |     0.088 |       0.087 |   0.001 |     0.984
M=   32, N= 4096, K=16384 |     0.121 |       0.119 |   0.003 |     0.978
M=   32, N= 8192, K=   16 |     0.006 |       0.006 |   0.001 |     0.871
M=   32, N= 8192, K=   32 |     0.006 |       0.006 |   0.001 |     0.900
M=   32, N= 8192, K=   64 |     0.006 |       0.007 |   0.000 |     1.032
M=   32, N= 8192, K=  128 |     0.007 |       0.007 |   0.001 |     1.094
M=   32, N= 8192, K=  256 |     0.008 |       0.008 |   0.001 |     0.902
M=   32, N= 8192, K=  512 |     0.010 |       0.010 |   0.000 |     1.043
M=   32, N= 8192, K= 1024 |     0.013 |       0.014 |   0.001 |     1.113
M=   32, N= 8192, K= 2048 |     0.029 |       0.029 |   0.000 |     1.014
M=   32, N= 8192, K= 4096 |     0.058 |       0.059 |   0.001 |     1.018
M=   32, N= 8192, K= 8192 |     0.120 |       0.116 |   0.004 |     0.966
M=   32, N= 8192, K=12288 |     0.175 |       0.173 |   0.002 |     0.988
M=   32, N= 8192, K=16384 |     0.231 |       0.229 |   0.002 |     0.990
M=   32, N=12288, K=   16 |     0.006 |       0.006 |   0.001 |     0.871
M=   32, N=12288, K=   32 |     0.006 |       0.006 |   0.000 |     1.036
M=   32, N=12288, K=   64 |     0.006 |       0.007 |   0.000 |     1.032
M=   32, N=12288, K=  128 |     0.007 |       0.007 |   0.000 |     1.029
M=   32, N=12288, K=  256 |     0.009 |       0.008 |   0.001 |     0.932
M=   32, N=12288, K=  512 |     0.010 |       0.012 |   0.002 |     1.157
M=   32, N=12288, K= 1024 |     0.015 |       0.017 |   0.002 |     1.153
M=   32, N=12288, K= 2048 |     0.049 |       0.048 |   0.001 |     0.975
M=   32, N=12288, K= 4096 |     0.088 |       0.087 |   0.001 |     0.986
M=   32, N=12288, K= 8192 |     0.175 |       0.165 |   0.010 |     0.945
M=   32, N=12288, K=12288 |     0.249 |       0.246 |   0.003 |     0.988
M=   32, N=12288, K=16384 |     0.328 |       0.325 |   0.003 |     0.989
M=   32, N=16384, K=   16 |     0.007 |       0.006 |   0.001 |     0.853
M=   32, N=16384, K=   32 |     0.006 |       0.006 |   0.000 |     0.968
M=   32, N=16384, K=   64 |     0.006 |       0.007 |   0.001 |     1.133
M=   32, N=16384, K=  128 |     0.008 |       0.008 |   0.000 |     1.053
M=   32, N=16384, K=  256 |     0.010 |       0.010 |   0.000 |     0.980
M=   32, N=16384, K=  512 |     0.013 |       0.014 |   0.001 |     1.097
M=   32, N=16384, K= 1024 |     0.032 |       0.031 |   0.002 |     0.949
M=   32, N=16384, K= 2048 |     0.063 |       0.063 |   0.000 |     1.007
M=   32, N=16384, K= 4096 |     0.120 |       0.116 |   0.004 |     0.969
M=   32, N=16384, K= 8192 |     0.244 |       0.240 |   0.004 |     0.983
M=   32, N=16384, K=12288 |     0.357 |       0.338 |   0.019 |     0.947
M=   32, N=16384, K=16384 |     0.463 |       0.445 |   0.018 |     0.962
M=   64, N=   16, K=   16 |     0.007 |       0.004 |   0.003 |     0.583
M=   64, N=   16, K=   32 |     0.007 |       0.004 |   0.003 |     0.571
M=   64, N=   16, K=   64 |     0.007 |       0.005 |   0.002 |     0.657
M=   64, N=   16, K=  128 |     0.007 |       0.005 |   0.002 |     0.714
M=   64, N=   16, K=  256 |     0.007 |       0.006 |   0.001 |     0.875
M=   64, N=   16, K=  512 |     0.007 |       0.007 |   0.000 |     1.000
M=   64, N=   16, K= 1024 |     0.008 |       0.009 |   0.001 |     1.098
M=   64, N=   16, K= 2048 |     0.009 |       0.014 |   0.005 |     1.568
M=   64, N=   16, K= 4096 |     0.009 |       0.024 |   0.014 |     2.556
M=   64, N=   16, K= 8192 |     0.010 |       0.043 |   0.033 |     4.118
M=   64, N=   16, K=12288 |     0.011 |       0.062 |   0.051 |     5.411
M=   64, N=   16, K=16384 |     0.012 |       0.081 |   0.069 |     6.845
M=   64, N=   32, K=   16 |     0.006 |       0.004 |   0.002 |     0.700
M=   64, N=   32, K=   32 |     0.006 |       0.004 |   0.002 |     0.677
M=   64, N=   32, K=   64 |     0.006 |       0.005 |   0.001 |     0.833
M=   64, N=   32, K=  128 |     0.006 |       0.005 |   0.001 |     0.774
M=   64, N=   32, K=  256 |     0.007 |       0.006 |   0.001 |     0.829
M=   64, N=   32, K=  512 |     0.007 |       0.007 |   0.000 |     0.971
M=   64, N=   32, K= 1024 |     0.009 |       0.009 |   0.000 |     0.978
M=   64, N=   32, K= 2048 |     0.009 |       0.014 |   0.005 |     1.511
M=   64, N=   32, K= 4096 |     0.010 |       0.024 |   0.014 |     2.417
M=   64, N=   32, K= 8192 |     0.011 |       0.043 |   0.032 |     3.889
M=   64, N=   32, K=12288 |     0.011 |       0.062 |   0.051 |     5.429
M=   64, N=   32, K=16384 |     0.011 |       0.081 |   0.070 |     7.089
M=   64, N=   64, K=   16 |     0.006 |       0.005 |   0.001 |     0.759
M=   64, N=   64, K=   32 |     0.006 |       0.005 |   0.002 |     0.742
M=   64, N=   64, K=   64 |     0.006 |       0.005 |   0.001 |     0.800
M=   64, N=   64, K=  128 |     0.006 |       0.005 |   0.001 |     0.867
M=   64, N=   64, K=  256 |     0.006 |       0.006 |   0.000 |     0.967
M=   64, N=   64, K=  512 |     0.007 |       0.007 |   0.000 |     1.059
M=   64, N=   64, K= 1024 |     0.009 |       0.009 |   0.000 |     1.022
M=   64, N=   64, K= 2048 |     0.009 |       0.014 |   0.005 |     1.533
M=   64, N=   64, K= 4096 |     0.010 |       0.024 |   0.014 |     2.458
M=   64, N=   64, K= 8192 |     0.011 |       0.043 |   0.032 |     3.926
M=   64, N=   64, K=12288 |     0.012 |       0.063 |   0.052 |     5.439
M=   64, N=   64, K=16384 |     0.012 |       0.083 |   0.070 |     6.717
M=   64, N=  128, K=   16 |     0.006 |       0.005 |   0.001 |     0.767
M=   64, N=  128, K=   32 |     0.006 |       0.005 |   0.001 |     0.767
M=   64, N=  128, K=   64 |     0.006 |       0.005 |   0.001 |     0.867
M=   64, N=  128, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
M=   64, N=  128, K=  256 |     0.006 |       0.006 |   0.000 |     1.000
M=   64, N=  128, K=  512 |     0.007 |       0.007 |   0.000 |     0.972
M=   64, N=  128, K= 1024 |     0.009 |       0.010 |   0.001 |     1.091
M=   64, N=  128, K= 2048 |     0.009 |       0.015 |   0.005 |     1.578
M=   64, N=  128, K= 4096 |     0.010 |       0.024 |   0.014 |     2.429
M=   64, N=  128, K= 8192 |     0.011 |       0.044 |   0.033 |     3.963
M=   64, N=  128, K=12288 |     0.011 |       0.064 |   0.052 |     5.571
M=   64, N=  128, K=16384 |     0.012 |       0.093 |   0.080 |     7.533
M=   64, N=  256, K=   16 |     0.006 |       0.005 |   0.002 |     0.742
M=   64, N=  256, K=   32 |     0.006 |       0.005 |   0.001 |     0.800
M=   64, N=  256, K=   64 |     0.007 |       0.005 |   0.001 |     0.812
M=   64, N=  256, K=  128 |     0.006 |       0.006 |   0.001 |     0.900
M=   64, N=  256, K=  256 |     0.006 |       0.006 |   0.000 |     1.000
M=   64, N=  256, K=  512 |     0.007 |       0.007 |   0.000 |     1.029
M=   64, N=  256, K= 1024 |     0.009 |       0.010 |   0.001 |     1.093
M=   64, N=  256, K= 2048 |     0.009 |       0.015 |   0.005 |     1.543
M=   64, N=  256, K= 4096 |     0.010 |       0.024 |   0.014 |     2.429
M=   64, N=  256, K= 8192 |     0.011 |       0.044 |   0.033 |     3.891
M=   64, N=  256, K=12288 |     0.012 |       0.064 |   0.052 |     5.305
M=   64, N=  256, K=16384 |     0.014 |       0.083 |   0.069 |     6.121
M=   64, N=  512, K=   16 |     0.006 |       0.005 |   0.001 |     0.774
M=   64, N=  512, K=   32 |     0.006 |       0.005 |   0.001 |     0.767
M=   64, N=  512, K=   64 |     0.006 |       0.005 |   0.001 |     0.806
M=   64, N=  512, K=  128 |     0.006 |       0.006 |   0.000 |     0.933
